ref,archive,media_count,classification,building_id,class_method,verification,third_party_credit_flag,visual_file_inspected
A0167,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0168,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0169,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0170,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0171,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0172,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0173,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0174,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0175,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0176,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0177,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0178,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0179,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0180,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0181,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0182,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0183,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0184,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0185,True,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
A0186,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0187,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0188,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0189,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0190,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0191,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0192,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0193,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0194,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0195,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0196,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0197,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0198,True,2,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0199,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0200,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0201,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0202,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0203,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0204,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0205,True,1,AUTRE_CONTENU,,object_rule,CATEGORIE_AUTO,False,False
A0206,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0207,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0208,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0209,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0210,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0211,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0212,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0213,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0214,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0215,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0216,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0217,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0218,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0219,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0220,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0221,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0222,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0223,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0224,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0225,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0226,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0227,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0228,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0229,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0230,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0231,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0232,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0233,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0234,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0235,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0236,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0237,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0238,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0239,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0240,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0241,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0242,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0243,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0244,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0245,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0246,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0247,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0248,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0249,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0250,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0251,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0252,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0253,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0254,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0255,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0256,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0257,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0258,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0259,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0260,True,1,AUTRE_CONTENU,,non_identifiable_message,CATEGORIE_AUTO,False,False
A0261,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0262,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0263,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0264,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0265,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0266,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0267,True,1,AMBIGU_LIEU_OU_DESCRIPTION,,generic_rule,A_EXAMINER,False,False
A0268,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
A0269,True,1,SUJET_INCONNU,,unresolved,NON_IDENTIFIE,False,False
